ref,marque,nom,rayon,famille,prix,icone,dispo,cap,specs,photo,photos,actif,description
MIOSHA28-R28CT1,Sharp,Micro onde Sharp 28 litres gris r-20ct / r-28ct (s),cuisson,Fours & micro-ondes,74000,micro,jour,28 L,Capacité: 28 L | Couleur: Gris | Garantie: 12 mois,images/MIOSHA28-R28CT1-1.png,images/MIOSHA28-R28CT1-1.png,oui,"Micro-ondes Sharp de 28 litres, coloris gris. Plusieurs niveaux de puissance, minuterie et décongélation. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
MICRO-ONDE-SHARP-42LITRES-AVEC-GRILLE-GRIS-R42MCNBS3,Sharp,Micro onde Sharp 42 litres avec grille gris r42mcnbs3,cuisson,Fours & micro-ondes,97000,micro,jour,42 L,Capacité: 42 L | Couleur: Gris | Garantie: 12 mois,images/MICRO-ONDE-SHARP-42LITRES-AVEC-GRILLE-GRIS-R42MCNBS3-1.png,images/MICRO-ONDE-SHARP-42LITRES-AVEC-GRILLE-GRIS-R42MCNBS3-1.png,oui,"Capacité – 42 L 
Puissance – 1550 W 
Élément chauffant – Haut 
Menus de cuisine – 6 
Porte – Acier inoxydable 
Dispositifs de sécurité : verrouillage de sécurité, affichage, témoin lumineux 
Diamètre intérieur : 420 mm, intérieur peint en gris 
Dimensions – Longueur 33,5 cm, Largeur 61 cm, Profondeur 47 cm"
MIOSHA78-R78000,Sharp,Micro onde Sharp 43 litres gris r78bt (st),cuisson,Fours & micro-ondes,97000,micro,jour,43 L,Capacité: 43 L | Couleur: Gris | Garantie: 12 mois,images/MIOSHA78-R78000-2.jpg,images/MIOSHA78-R78000-2.jpg;images/MIOSHA78-R78000-1.jpg,oui,Marque Sharp Couleur Silver Matériau Acier Capacité 43 Litres Dimensions de l’article L x l x H 58.4 x 48.2 x 35.6 centimètres Poids de l’article 43 Livres Voltage 240 Volts
MIOSHA56-R56CTS,Sharp,Micro onde Sharp 62 litres gris r562cr (st),cuisson,Fours & micro-ondes,112000,micro,jour,62 L,Capacité: 62 L | Couleur: Gris | Garantie: 12 mois,images/MIOSHA56-R56CTS-1.jpg,images/MIOSHA56-R56CTS-1.jpg;images/MIOSHA56-R56CTS-2.jpg,oui,Système de platine : Taille du plateau 420 mm Four intérieur peint gris blanc L’aspect inoxydable Verre avant miroir Capacité 62 L Puissance de sortie: Micro-ondes 1200 W
MIOSMA42-STMW42,Smart Technology,Micro onde Smart Technology 42 litres noir stmw42wb,cuisson,Fours & micro-ondes,67800,micro,jour,42 L,Capacité: 42 L | Couleur: Noir | Garantie: 12 mois,images/MIOSMA42-STMW42-1.jpg,images/MIOSMA42-STMW42-1.jpg,oui,Type de produit : Micro-ondes Modèle : STMW42WB Ecran Tactile Capacité: 42 L avec commande manuelles System tournant 10 niveaux de puissance Minuteur Signal de cuisson Intérieur éclairé Tension : 230-240V Fréquence: 50Hz Puissance : élevée Performance : élevée
MIOTEC28-MOS28T,Tecnolux,Micro onde Tecnolux encastrable 25 litres Inox mos28tec,cuisson,Fours & micro-ondes,134000,micro,jour,25 L,Type: Encastrable | Capacité: 25 L | Couleur: Inox | Garantie: 12 mois,images/MIOTEC28-MOS28T-2.jpg,images/MIOTEC28-MOS28T-2.jpg;images/MIOTEC28-MOS28T-1.jpg,oui,REFERENCE : MOS 28TEC MICRO ONDE ENCASTRABLE TECHNOLUX 28LITRES COULEUR : INOX
MIOTEC28-MGB28T,Tecnolux,Micro onde Tecnolux encastrable 25 litres noir mob28tec,cuisson,Fours & micro-ondes,134000,micro,jour,25 L,Type: Encastrable | Capacité: 25 L | Couleur: Noir | Garantie: 12 mois,images/MIOTEC28-MGB28T-1.jpg,images/MIOTEC28-MGB28T-1.jpg,oui,"Micro-ondes Tecnolux encastrable de 25 litres, coloris noir. À intégrer dans un meuble de cuisine. Plusieurs niveaux de puissance, minuterie et décongélation. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
MIOVER25-D9025M,Autre Marque,Micro onde verta encastrable 25 litres noir vermic2024c,cuisson,Fours & micro-ondes,67500,micro,jour,25 L,Type: Encastrable | Capacité: 25 L | Couleur: Noir | Garantie: 12 mois,images/MIOVER25-D9025M-1.jpg,images/MIOVER25-D9025M-1.jpg,oui,Micro-onde encastrable de 25 L Voltage/ Fréquence : 230-240 V 50 Hz Puissance de sortie : 900 W Puissance absorbée : 1 400 W (micro-ondes) Puissance absorbée : 1 000 W (gril) Dimension : 390mm(H)x 595mm x (W) 395mm(D) Cavité en acier inoxydable Ouverture de la porte par bouton-poussoir
MIOYAK20-YE20MG,Onde,Micro onde yaki 20 litres avec grille gris ye20mgp08,cuisson,Fours & micro-ondes,47000,micro,jour,20 L,Capacité: 20 L | Couleur: Gris | Garantie: 12 mois,images/MIOYAK20-YE20MG-1.png,images/MIOYAK20-YE20MG-1.png;images/MIOYAK20-YE20MG-2.png,oui,"Micro-ondes Onde de 20 litres, coloris gris. Plusieurs niveaux de puissance, minuterie et décongélation. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
MIOYAK20-Y20MX6,Onde,Micro onde yaki 20 litres blanc ye20mx63l,cuisson,Fours & micro-ondes,47000,micro,jour,20 L,Capacité: 20 L | Couleur: Blanc | Garantie: 12 mois,images/MIOYAK20-Y20MX6-1.png,images/MIOYAK20-Y20MX6-1.png,oui,"Micro-ondes Onde de 20 litres, coloris blanc. Plusieurs niveaux de puissance, minuterie et décongélation. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
MIOYAK20-YE20MX,Autre Marque,Micro onde yaki 20 litres gris ye20mxp08c70,cuisson,Fours & micro-ondes,47000,micro,jour,20 L,Capacité: 20 L | Couleur: Gris | Garantie: 12 mois,images/MIOYAK20-YE20MX-1.jpg,images/MIOYAK20-YE20MX-1.jpg,oui,"Micro-ondes de 20 litres, coloris gris. Plusieurs niveaux de puissance, minuterie et décongélation. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
MIOYAK25-YE25MG,Autre Marque,Micro onde yaki 25 litres avec grille noir ye25mgp03c80,cuisson,Fours & micro-ondes,67500,micro,jour,25 L,Capacité: 25 L | Couleur: Noir | Garantie: 12 mois,images/MIOYAK25-YE25MG-1.jpg,images/MIOYAK25-YE25MG-1.jpg,oui,"Micro-ondes de 25 litres, coloris noir. Plusieurs niveaux de puissance, minuterie et décongélation. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
MIOYAK30-YE30MG,Autre Marque,Micro onde yaki 30 litres avec grille gris ye30mgp03e9a,cuisson,Fours & micro-ondes,80000,micro,jour,30 L,Capacité: 30 L | Couleur: Gris | Garantie: 12 mois,images/MIOYAK30-YE30MG-1.jpg,images/MIOYAK30-YE30MG-1.jpg,oui,"Micro-ondes de 30 litres, coloris gris. Plusieurs niveaux de puissance, minuterie et décongélation. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
MIOYAK30-YEC34P,Onde,Micro onde yaki 34 litres avec grille noir yec34pgp3,cuisson,Fours & micro-ondes,80000,micro,jour,34 L,Capacité: 34 L | Couleur: Noir | Garantie: 12 mois,images/MIOYAK30-YEC34P-1.png,images/MIOYAK30-YEC34P-1.png,oui,"Micro-ondes Onde de 34 litres, coloris noir. Plusieurs niveaux de puissance, minuterie et décongélation. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIREND12-AF12LD,Enduro,Air flyer Enduro 12 litres tactil af12ldg,cuisson,Friteuses à air,42000,four,jour,12 L,Capacité: 12 L | Garantie: 12 mois,images/AIREND12-AF12LD-2.png,images/AIREND12-AF12LD-2.png;images/AIREND12-AF12LD-1.png,oui,"Friteuse à air Enduro de 12 litres. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIRAST10-AF010B,Astech,"Air fryer Astech 4,2 litres double compartiment af010bxb",cuisson,Friteuses à air,28000,four,jour,2 L,Capacité: 2 L | Garantie: 12 mois,images/AIRAST10-AF010B-2.png,images/AIRAST10-AF010B-2.png;images/AIRAST10-AF010B-1.png;images/AIRAST10-AF010B-3.png,oui,"Friteuse à air Astech. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIRAST07-AF007D,Astech,Air fryer Astech 7 litres af007dbk,cuisson,Friteuses à air,35000,four,jour,7 L,Capacité: 7 L | Garantie: 12 mois,images/AIRAST07-AF007D-2.png,images/AIRAST07-AF007D-2.png;images/AIRAST07-AF007D-1.png,oui,une friteuse à air offrant une capacité de 7L pour une cuisson saine et rapide de vos repas préférés. Conçue pour les amateurs de cuisine saine et savoureuse Capacité de 7L Technologie de Circulation d’Air Chaud Contrôle Facile Polyvalence de Cuisson Facilité d’Entretien Sécurité Avancée
AIRCAC82-CA8220,Cac,Air fryer cac 12 litres digital ca822016,cuisson,Friteuses à air,42000,four,jour,12 L,Type: Digital | Capacité: 12 L | Garantie: 12 mois,images/AIRCAC82-CA8220-1.jpg,images/AIRCAC82-CA8220-1.jpg;images/AIRCAC82-CA8220-4.png;images/AIRCAC82-CA8220-3.png;images/AIRCAC82-CA8220-2.jpg,oui,"Friteuse à air Cac de 12 litres. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIRCAC82-CA8208,Cac,Air fryer cac 2 litres digital ca822001,cuisson,Friteuses à air,22000,four,jour,2 L,Type: Digital | Capacité: 2 L | Garantie: 12 mois,images/AIRCAC82-CA8208-2.webp,images/AIRCAC82-CA8208-2.webp;images/AIRCAC82-CA8208-1.png,oui,"Friteuse à air Cac. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIRCAC82-CA8210,Fryer,Air fryer cac 8 litres digital ca821016,cuisson,Friteuses à air,35000,four,jour,8 L,Type: Digital | Capacité: 8 L | Garantie: 12 mois,images/AIRCAC82-CA8210-1.png,images/AIRCAC82-CA8210-1.png;images/AIRCAC82-CA8210-2.jpg,oui,"Friteuse à air Fryer. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIRDEC10-KEEC10,Decakila,"Air fryer Decakila a air digitale 2pieces 4,5 litres noir keec100b",cuisson,Friteuses à air,28000,four,jour,5 L,Capacité: 5 L | Couleur: Noir | Garantie: 12 mois,images/AIRDEC10-KEEC10-1.png,images/AIRDEC10-KEEC10-1.png,oui,"Friteuse à air Decakila. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIREND09-AF09LD,Enduro,Air fryer Enduro 9 litres tactil noir af09ldg,cuisson,Friteuses à air,35000,four,jour,9 L,Capacité: 9 L | Couleur: Noir | Garantie: 12 mois,images/AIREND09-AF09LD-1.png,images/AIREND09-AF09LD-1.png,oui,"Type : Friteuse à air chaud 
Capacité : 9 Litres 
Puissance : 2600 – 3100 W 
Tension : 220–240V / 50–60Hz 
Température : 60 – 200°C 
Commande : Écran tactile digital 
Programmes : 11 préréglés 
Technologie : Circulation d’air vortex 
Revêtement : Antiadhésif 
Sécurité : Protection surchauffe 
Nettoyage : Pièces lavables"
AIRHIS06-H06AFG,Hisense,Air fryer Hisense 5.2 litres noir h06afgy1s1,cuisson,Friteuses à air,28000,four,jour,2 L,Capacité: 2 L | Couleur: Noir | Garantie: 12 mois,images/AIRHIS06-H06AFG-3.png,images/AIRHIS06-H06AFG-3.png;images/AIRHIS06-H06AFG-2.png;images/AIRHIS06-H06AFG-5.png;images/AIRHIS06-H06AFG-1.webp;images/AIRHIS06-H06AFG-4.png,oui,"PROGRAMMES : 7 PROGRAMMES DE FRITURE Capacité du panier à friture : 5.2 LIT Capacité de la friteuse : 5.2 LIT Couleur : Noir Source de courant : 230V ~50Hz~ 1500W Panier à frire et Marmite : Amovible Type de contrôle : Panneau LCD avec contrôle tactile Dimension du produit CM WxL x H : 36,5&#215;27,5&#215;29,4"
AIRHIS06-H06AFB,Hisense,Air fryer Hisense 6.7 litres fenetre visible noir h06afbk1s3,cuisson,Friteuses à air,28000,four,jour,7 L,Capacité: 7 L | Couleur: Noir | Garantie: 12 mois,images/AIRHIS06-H06AFB-3.png,images/AIRHIS06-H06AFB-3.png;images/AIRHIS06-H06AFB-2.png;images/AIRHIS06-H06AFB-1.png,oui,"HISENSE – H06AFBS2S3 Friteuse Air Fryer contrôle numérique 6,7 L Noir Puissance :De 1500 à 1999W Type (friteuses) : Sans huile Capacité frites : Grande (1.5 à 3Kg) Retrait en magasin: oui Puissance : 1700W Poids net : 5,3 kg Réglage de la température : 80 – 200 ℃ (paliers de 5 °C) Réglage de la minuterie : 060 min (pas par pas de 1 min)"
AIRHIS08-H08AFK,Hisense,Air fryer Hisense 8 litres fenetre visible noir h08afbk1s4,cuisson,Friteuses à air,35000,four,jour,8 L,Capacité: 8 L | Couleur: Noir | Garantie: 12 mois,images/AIRHIS08-H08AFK-2.png,images/AIRHIS08-H08AFK-2.png;images/AIRHIS08-H08AFK-5.png;images/AIRHIS08-H08AFK-1.png;images/AIRHIS08-H08AFK-4.png;images/AIRHIS08-H08AFK-3.png,oui,"Arrêt automatique, contrôle de la température, minuterie. 
Capacité : 8litres 
2100W 
Matériau : Céramique, plastique, acier inoxydable. 
Friteuse à air chaud numérique à double compartiment 
Dimensions du produit (CM) : 43,5 P x 35 L x 37,7 H 
Multicuiseur avec 8 programmes prédéfinis, fenêtre de visualisation, circulation d'air rapide et température réglable de 80 à 200 °C."
AIRMIN55-5502A0,Fryer,Air fryer minda 10itres noir 5502a,cuisson,Friteuses à air,28000,four,jour,,Couleur: Noir | Garantie: 12 mois,images/AIRMIN55-5502A0-2.png,images/AIRMIN55-5502A0-2.png;images/AIRMIN55-5502A0-1.png,oui,"Friteuse à air Fryer. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIRMIN26-2601A0,Fryer,Air fryer minda 6itres noir 2601a,cuisson,Friteuses à air,28000,four,jour,,Couleur: Noir | Garantie: 12 mois,images/AIRMIN26-2601A0-1.png,images/AIRMIN26-2601A0-1.png,oui,"Friteuse à air Fryer. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIRMIN35-3501A0,Fryer,Air fryer minda 7 litres noir 3501a,cuisson,Friteuses à air,35000,four,jour,7 L,Capacité: 7 L | Couleur: Noir | Garantie: 12 mois,images/AIRMIN35-3501A0-1.png,images/AIRMIN35-3501A0-1.png,oui,"Friteuse à air Fryer. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIRMIN70-7002M0,Fryer,Air fryer minda 8itres noir 7002m,cuisson,Friteuses à air,28000,four,jour,,Couleur: Noir | Garantie: 12 mois,images/AIRMIN70-7002M0-1.png,images/AIRMIN70-7002M0-1.png,oui,"Friteuse à air Fryer. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
AIRYAK08-YA810D,Fryer,Air fryer yaki 8 litres multifonction digital noir gris ya810dsv01s,cuisson,Friteuses à air,35000,four,jour,8 L,Type: Digital | Capacité: 8 L | Couleur: Gris | Garantie: 12 mois,images/AIRYAK08-YA810D-2.png,images/AIRYAK08-YA810D-2.png;images/AIRYAK08-YA810D-1.png,oui,"Friteuse à air Fryer. Cuisson sans huile ou avec très peu d'huile, minuterie et réglage de température. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
HOTAST60-HO60S2,Astech,Hotte de cuisine Astech encastrable 60x60 noir ho60s22nogma/ho60s23nogma,cuisson,Hottes,55000,cuisine,jour,,Type: Encastrable | Couleur: Noir | Garantie: 12 mois,images/HOTAST60-HO60S2-1.jpg,images/HOTAST60-HO60S2-1.jpg,oui,"HOTTE DE CUISINE ASTECH HO60S22NOGMA NOIR Marque : Astech Hotte aspirante avec filtre charbon Boîtier : En acier peint en noir avec verre noir Type de contrôle : Tactile Nombre de réglages de vitesse : 3 Débit d’air max extrait (m3/h) : 440 Type de lampes utilisées : LED Puissance des lampes : 1×1,5W Quantité de filtres à charbon : 2 Certification : CB/CE/GS Catégorie Hotte aspirante Modèle HO60S-22NOG-MA Année 2023"
HOTAST90-HO90S4,Astech,Hotte de cuisine Astech encastrable 90x60 noir ho90s44nogma/ho90s43nogma,cuisson,Hottes,132000,cuisine,jour,,Type: Encastrable | Couleur: Noir | Garantie: 12 mois,images/HOTAST90-HO90S4-1.jpg,images/HOTAST90-HO90S4-1.jpg,oui,"Hotte aspirante Astech encastrable 90x60 cm, coloris noir. Évacue les fumées et les odeurs de cuisson, éclairage du plan de travail intégré. Plusieurs vitesses d'aspiration. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
HOTBEK60-TB6407,Beko,Hotte de cuisine Beko aspirante 60x30 Inox ctb6407x,cuisson,Hottes,87000,cuisine,jour,,Couleur: Inox | Garantie: 12 mois,images/HOTBEK60-TB6407-2.jpg,images/HOTBEK60-TB6407-2.jpg;images/HOTBEK60-TB6407-5.jpg;images/HOTBEK60-TB6407-1.jpg;images/HOTBEK60-TB6407-4.jpg;images/HOTBEK60-TB6407-3.jpg,oui,Type de hotte Tiroir Largeur 60 cm Hauteur 30 cm Profondeur 20 cm Classe d'efficacité énergétique D Niveau sonore minimum 57 dBA Niveau sonore maximum 67 dBA Capacité d'aspiration minimum 180 m³/h Capacité de ventilation maximale 310 m³/h Nombre de niveaux de puissance 3 Couleur Inox
HOTBEK66-BHCB66,Beko,Hotte de cuisine Beko encastrable aspirante 60x60 bchca66641bbhs,cuisson,Hottes,172000,cuisine,jour,,Type: Encastrable | Garantie: 12 mois,images/HOTBEK66-BHCB66-2.png,images/HOTBEK66-BHCB66-2.png;images/HOTBEK66-BHCB66-1.jpg;images/HOTBEK66-BHCB66-3.png,oui,"Hotte aspirante Beko encastrable 60x60 cm. Évacue les fumées et les odeurs de cuisson, éclairage du plan de travail intégré. Plusieurs vitesses d'aspiration. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
HOTBEK64-CWB64X,Beko,Hotte de cuisine Beko encastrable aspirante 60x60 gris cwb6441xnh,cuisson,Hottes,172000,cuisine,jour,,Type: Encastrable | Couleur: Gris | Garantie: 12 mois,images/HOTBEK64-CWB64X-3.png,images/HOTBEK64-CWB64X-3.png;images/HOTBEK64-CWB64X-2.png;images/HOTBEK64-CWB64X-1.png;images/HOTBEK64-CWB64X-4.png,oui,"Hotte aspirante Beko encastrable 60x60 cm, coloris gris. Évacue les fumées et les odeurs de cuisson, éclairage du plan de travail intégré. Plusieurs vitesses d'aspiration. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
HOTGIN90-DA935N,Autre Marque,Hotte de cuisine ginzzu encastrable 90x60 noir hkh513,cuisson,Hottes,85000,cuisine,jour,,Type: Encastrable | Couleur: Noir | Garantie: 12 mois,images/HOTGIN90-DA935N-1.png,images/HOTGIN90-DA935N-1.png,oui,"Hotte aspirante encastrable 90x60 cm, coloris noir. Évacue les fumées et les odeurs de cuisson, éclairage du plan de travail intégré. Plusieurs vitesses d'aspiration. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
HOTHAI60-26EEB6,Haier,Hotte de cuisine Haier encastrable 60x60 noir cchp26eeb6,cuisson,Hottes,156000,cuisine,jour,,Type: Encastrable | Couleur: Noir | Garantie: 12 mois,images/HOTHAI60-26EEB6-1.jpg,images/HOTHAI60-26EEB6-1.jpg,oui,– Type de hotte : Cheminée extensible en hauteur – Type de pose : En applique murale – Dimension : 60 cm – Puissance moteur : 200 W – Débit : 600 M3/h – Débit sonores : 49 dB(A) – Alimentation : 230 V – 50 Hz – Eclairage : Halogène 2x40W – 2 filtres à graisse métalliques – Matière : Noire – Nombre de vitesse : 3 niveaux – Panneau de commande : Boutons poussoir
HOTHAI90-26EEB9,Haier,Hotte de cuisine Haier encastrable 90x60 noir cchp26eeb9,cuisson,Hottes,177000,cuisine,jour,,Type: Encastrable | Couleur: Noir | Garantie: 12 mois,images/HOTHAI90-26EEB9-1.jpg,images/HOTHAI90-26EEB9-1.jpg,oui,"Hotte aspirante Haier encastrable 90x60 cm, coloris noir. Évacue les fumées et les odeurs de cuisson, éclairage du plan de travail intégré. Plusieurs vitesses d'aspiration. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
HOTHAI90-CHCS91,Haier,Hotte de cuisine Haier encastrable sensor 90x60 verre noir hchs90tb11a90cm,cuisson,Hottes,177000,cuisine,jour,,Type: Encastrable | Couleur: Noir | Garantie: 12 mois,images/HOTHAI90-CHCS91-1.jpg,images/HOTHAI90-CHCS91-1.jpg,oui,"Hotte Haier avec cheminée, 90 cm, verre noir, Style de hotte : Hottes avec cheminée (externe) HCH-S90TB11A90CM"
HOTHIS60-HHO60S,Hisense,Hotte de cuisine Hisense encastrable 60x60 casquette Inox hho60pass,cuisson,Hottes,74000,cuisine,jour,,Type: Encastrable | Couleur: Inox | Garantie: 12 mois,images/HOTHIS60-HHO60S-2.webp,images/HOTHIS60-HHO60S-2.webp;images/HOTHIS60-HHO60S-1.webp;images/HOTHIS60-HHO60S-3.webp,oui,"Hotte aspirante Hisense encastrable 60x60 cm, coloris inox. Évacue les fumées et les odeurs de cuisson, éclairage du plan de travail intégré. Plusieurs vitesses d'aspiration. Garantie 12 mois, facture à notre nom. Livraison à Dakar, paiement à la livraison."
